phi.hat,X,mBIC,t.BIC,dBIC,X.1,mMBIC,t.MBIC,dMBIC,X.2,mMDL,t.MDL,dMDL,X.3,mBS,t.BS,dBS,X.4,mWBS,t.WBS,dWBS
0.020681269,BIC,3,"129, 246, 384",0.032,MBIC,3,"130, 246, 384",0.034,MDL,6,"2, 8, 10, 126, 246, 387",3.032,BS,3,"128, 244, 385",0.036,WBS,3,"128, 382, 244",0.03
-0.051535596,BIC,3,"127, 251, 375",0.004,MBIC,3,"128, 251, 375",0.006,MDL,5,"65, 67, 127, 253, 375",2.008,BS,3,"125, 373, 249",0.012,WBS,3,"373, 249, 125",0.012
-0.039209669,BIC,3,"126, 252, 377",0.004,MBIC,3,"126, 252, 377",0.004,MDL,3,"126, 252, 376",0.002,BS,3,"124, 374, 266",0.038,WBS,4,"250, 374, 124, 149",1.01
-0.003117306,BIC,3,"124, 251, 377",0.006,MBIC,3,"124, 251, 375",0.006,MDL,3,"124, 251, 377",0.006,BS,3,"375, 249, 122",0.014,WBS,3,"249, 122, 375",0.014
0.028483529,BIC,3,"124, 249, 376",0.008,MBIC,3,"124, 249, 376",0.008,MDL,3,"124, 245, 376",0.016,BS,3,"122, 374, 243",0.028,WBS,3,"122, 243, 374",0.028
0.056399961,BIC,3,"124, 252, 376",0.006,MBIC,3,"124, 252, 376",0.006,MDL,3,"124, 252, 376",0.006,BS,1,374,2.004,WBS,3,"374, 250, 122",0.014
0.102554179,BIC,3,"126, 251, 389",0.026,MBIC,3,"125, 251, 389",0.028,MDL,3,"126, 251, 389",0.026,BS,3,"387, 122, 244",0.044,WBS,3,"123, 249, 387",0.032
0.026195072,BIC,3,"123, 257, 376",0.018,MBIC,3,"123, 257, 376",0.018,MDL,3,"123, 257, 376",0.018,BS,3,"121, 372, 248",0.024,WBS,3,"121, 255, 372",0.026
0.006318178,BIC,3,"125, 251, 377",0.004,MBIC,3,"126, 251, 377",0.002,MDL,3,"126, 251, 377",0.002,BS,3,"375, 124, 247",0.014,WBS,3,"124, 249, 375",0.01
0.052940939,BIC,3,"130, 255, 367",0.034,MBIC,3,"130, 255, 367",0.034,MDL,3,"130, 257, 366",0.04,BS,1,371,2.01,WBS,3,"365, 253, 128",0.03
-0.017536268,BIC,3,"125, 252, 377",0.006,MBIC,3,"126, 252, 377",0.004,MDL,3,"126, 252, 377",0.004,BS,3,"124, 375, 250",0.008,WBS,3,"250, 375, 124",0.008
0.11625239,BIC,3,"139, 251, 377",0.028,MBIC,3,"139, 251, 381",0.036,MDL,3,"139, 250, 381",0.038,BS,1,379,2.006,WBS,3,"379, 123, 248",0.018
-0.101726181,BIC,3,"125, 247, 376",0.01,MBIC,3,"126, 247, 377",0.01,MDL,3,"126, 247, 377",0.01,BS,3,"124, 245, 375",0.018,WBS,3,"124, 245, 375",0.018
-0.014558924,BIC,3,"125, 251, 376",0.002,MBIC,3,"125, 251, 376",0.002,MDL,3,"125, 251, 376",0.002,BS,3,"374, 249, 121",0.018,WBS,3,"249, 123, 374",0.014
-0.002578123,BIC,3,"127, 245, 374",0.018,MBIC,3,"128, 245, 376",0.016,MDL,3,"128, 245, 376",0.016,BS,3,"243, 374, 124",0.024,WBS,3,"374, 125, 243",0.022
0.0648909,BIC,3,"125, 251, 370",0.014,MBIC,3,"125, 251, 385",0.02,MDL,3,"125, 251, 385",0.02,BS,3,"249, 383, 122",0.026,WBS,3,"368, 123, 249",0.026
-0.064576411,BIC,4,"125, 221, 248, 374",1.012,MBIC,3,"126, 251, 374",0.004,MDL,3,"125, 251, 374",0.006,BS,3,"124, 249, 372",0.016,WBS,3,"124, 372, 249",0.016
-0.077583787,BIC,3,"143, 256, 374",0.048,MBIC,3,"143, 253, 374",0.042,MDL,3,"143, 252, 374",0.04,BS,3,"372, 127, 251",0.01,WBS,3,"251, 141, 372",0.038
0.000600362,BIC,3,"125, 248, 376",0.008,MBIC,3,"125, 248, 376",0.008,MDL,3,"125, 248, 378",0.012,BS,3,"246, 120, 374",0.026,WBS,3,"374, 123, 246",0.02
0.129016349,BIC,3,"126, 258, 390",0.042,MBIC,3,"122, 258, 390",0.05,MDL,3,"126, 258, 390",0.042,BS,1,114,2.024,WBS,3,"114, 388, 255",0.056
-0.094545766,BIC,3,"127, 249, 381",0.016,MBIC,3,"127, 249, 381",0.016,MDL,3,"127, 249, 381",0.016,BS,3,"379, 116, 247",0.034,WBS,3,"125, 247, 379",0.016
-0.054445203,BIC,4,"123, 183, 252, 376",1.008,MBIC,3,"123, 280, 368",0.08,MDL,3,"123, 252, 375",0.01,BS,3,"121, 372, 250",0.02,WBS,3,"121, 250, 372",0.02
0.029865365,BIC,3,"123, 251, 356",0.046,MBIC,3,"124, 251, 356",0.044,MDL,3,"124, 251, 356",0.044,BS,3,"122, 249, 374",0.016,WBS,3,"122, 354, 249",0.056
-0.072106909,BIC,3,"127, 256, 375",0.014,MBIC,3,"127, 255, 375",0.012,MDL,5,"6, 8, 127, 255, 376",2.01,BS,3,"374, 125, 276",0.056,WBS,3,"374, 253, 125",0.01
0.039109827,BIC,3,"121, 252, 376",0.012,MBIC,3,"121, 248, 377",0.018,MDL,3,"121, 248, 376",0.016,BS,3,"119, 250, 375",0.018,WBS,3,"246, 375, 119",0.026
0.065612624,BIC,3,"126, 251, 374",0.004,MBIC,3,"126, 250, 375",0.004,MDL,3,"126, 251, 371",0.01,BS,3,"249, 97, 372",0.07,WBS,3,"123, 372, 249",0.018
0.029963996,BIC,3,"127, 261, 377",0.024,MBIC,3,"126, 261, 377",0.022,MDL,3,"128, 261, 377",0.026,BS,3,"124, 259, 375",0.022,WBS,3,"375, 259, 124",0.022
0.10766493,BIC,3,"121, 251, 380",0.018,MBIC,3,"121, 251, 379",0.016,MDL,5,"64, 65, 121, 251, 378",2.014,BS,3,"377, 119, 276",0.066,WBS,3,"377, 249, 119",0.02
0.077016562,BIC,3,"126, 252, 376",0.002,MBIC,3,"127, 251, 378",0.006,MDL,3,"126, 251, 378",0.004,BS,1,124,2.004,WBS,3,"124, 376, 249",0.008
0.134049791,BIC,3,"123, 253, 373",0.016,MBIC,3,"123, 253, 373",0.016,MDL,3,"123, 253, 373",0.016,BS,0,NA,3,WBS,3,"251, 121, 371",0.02
0.103832102,BIC,3,"125, 251, 383",0.016,MBIC,3,"124, 251, 383",0.018,MDL,3,"126, 251, 383",0.014,BS,3,"123, 381, 239",0.04,WBS,3,"124, 249, 381",0.018
0.013578714,BIC,3,"125, 252, 384",0.02,MBIC,3,"125, 250, 384",0.02,MDL,3,"125, 252, 385",0.022,BS,3,"382, 123, 250",0.02,WBS,3,"382, 250, 123",0.02
0.079818428,BIC,3,"131, 252, 375",0.014,MBIC,3,"131, 252, 375",0.014,MDL,3,"131, 249, 375",0.016,BS,1,129,2.006,WBS,3,"129, 250, 373",0.014
0.043550353,BIC,3,"125, 250, 372",0.012,MBIC,3,"125, 250, 372",0.012,MDL,5,"91, 92, 125, 250, 372",2.012,BS,3,"370, 123, 242",0.036,WBS,3,"123, 242, 370",0.036
-0.004597147,BIC,3,"120, 250, 378",0.018,MBIC,3,"121, 250, 378",0.016,MDL,3,"120, 251, 378",0.016,BS,3,"118, 376, 248",0.022,WBS,3,"248, 376, 118",0.022
0.007780532,BIC,3,"116, 253, 376",0.024,MBIC,3,"116, 253, 376",0.024,MDL,3,"116, 251, 376",0.02,BS,1,374,2.004,WBS,3,"374, 114, 251",0.028
0.056516225,BIC,3,"124, 263, 371",0.038,MBIC,3,"124, 263, 376",0.028,MDL,3,"126, 263, 376",0.024,BS,3,"374, 122, 250",0.014,WBS,3,"261, 122, 374",0.032
0.208435326,BIC,3,"130, 252, 375",0.012,MBIC,3,"130, 252, 375",0.012,MDL,5,"4, 5, 130, 252, 375",2.012,BS,1,373,2.006,WBS,3,"373, 128, 250",0.012
-0.051788329,BIC,3,"119, 247, 376",0.022,MBIC,3,"127, 247, 377",0.012,MDL,3,"127, 247, 377",0.012,BS,3,"375, 125, 246",0.014,WBS,3,"375, 245, 125",0.016
0.082812501,BIC,3,"117, 248, 376",0.024,MBIC,3,"117, 248, 375",0.026,MDL,3,"117, 248, 375",0.026,BS,3,"373, 115, 246",0.038,WBS,3,"373, 246, 115",0.038
-0.016885125,BIC,3,"116, 252, 375",0.024,MBIC,3,"116, 251, 375",0.022,MDL,3,"116, 251, 375",0.022,BS,1,114,2.024,WBS,3,"383, 250, 114",0.04
0.084256749,BIC,3,"126, 248, 403",0.06,MBIC,3,"125, 248, 403",0.062,MDL,3,"124, 248, 404",0.066,BS,1,401,2.05,WBS,3,"401, 123, 246",0.066
0.032582098,BIC,3,"128, 245, 374",0.02,MBIC,3,"128, 245, 374",0.02,MDL,3,"128, 245, 379",0.022,BS,1,123,2.006,WBS,3,"126, 372, 243",0.024
-0.03272526,BIC,3,"128, 241, 370",0.036,MBIC,3,"128, 243, 370",0.032,MDL,3,"128, 243, 370",0.032,BS,3,"126, 368, 241",0.036,WBS,3,"368, 241, 126",0.036
-0.023889669,BIC,3,"127, 242, 377",0.022,MBIC,3,"126, 244, 376",0.014,MDL,3,"125, 242, 376",0.02,BS,3,"374, 124, 240",0.03,WBS,3,"124, 240, 374",0.03
0.115556436,BIC,3,"125, 251, 375",0.004,MBIC,3,"126, 251, 375",0.002,MDL,3,"126, 251, 381",0.01,BS,3,"249, 124, 413",0.082,WBS,3,"124, 373, 249",0.014
0.067841848,BIC,3,"127, 251, 390",0.03,MBIC,3,"137, 251, 390",0.05,MDL,3,"127, 251, 390",0.03,BS,3,"135, 388, 249",0.046,WBS,3,"249, 388, 135",0.046
-0.024770606,BIC,3,"129, 252, 390",0.036,MBIC,3,"126, 252, 390",0.03,MDL,3,"127, 252, 390",0.032,BS,3,"250, 388, 124",0.03,WBS,3,"250, 126, 388",0.026
-0.053284891,BIC,3,"126, 251, 376",0,MBIC,3,"126, 252, 376",0.002,MDL,3,"125, 251, 376",0.002,BS,3,"123, 374, 250",0.012,WBS,3,"374, 250, 123",0.012
0.050745205,BIC,3,"126, 251, 368",0.016,MBIC,3,"127, 251, 368",0.018,MDL,3,"127, 251, 368",0.018,BS,3,"366, 124, 229",0.068,WBS,3,"125, 249, 366",0.026
0.021052508,BIC,3,"125, 252, 376",0.004,MBIC,3,"126, 252, 376",0.002,MDL,3,"126, 252, 381",0.012,BS,1,374,2.004,WBS,3,"374, 124, 250",0.01
-0.044459515,BIC,3,"144, 251, 376",0.036,MBIC,3,"142, 250, 376",0.034,MDL,3,"142, 251, 376",0.032,BS,3,"140, 374, 254",0.038,WBS,3,"374, 249, 140",0.036
-0.009789674,BIC,3,"124, 248, 376",0.01,MBIC,3,"124, 249, 376",0.008,MDL,3,"124, 249, 377",0.01,BS,1,374,2.004,WBS,3,"374, 247, 122",0.02
0.050212304,BIC,3,"125, 249, 375",0.008,MBIC,3,"126, 249, 373",0.01,MDL,3,"126, 250, 375",0.004,BS,3,"124, 371, 265",0.042,WBS,3,"371, 124, 247",0.022
-0.043821989,BIC,3,"129, 251, 376",0.006,MBIC,3,"129, 251, 376",0.006,MDL,3,"127, 251, 376",0.002,BS,3,"374, 249, 114",0.032,WBS,3,"374, 127, 249",0.01
-0.009371012,BIC,3,"126, 254, 376",0.006,MBIC,3,"126, 254, 376",0.006,MDL,6,"7, 8, 10, 126, 254, 376",3.006,BS,3,"374, 252, 124",0.01,WBS,6,"374, 124, 252, 323, 294, 486",3.01
0.079852174,BIC,3,"125, 253, 375",0.008,MBIC,3,"126, 252, 376",0.002,MDL,3,"123, 253, 375",0.012,BS,3,"376, 124, 259",0.02,WBS,3,"372, 250, 124",0.014
-0.0879314,BIC,3,"127, 247, 373",0.016,MBIC,3,"124, 249, 373",0.014,MDL,3,"124, 250, 372",0.014,BS,3,"122, 248, 371",0.024,WBS,3,"248, 371, 122",0.024
0.050258988,BIC,3,"126, 253, 369",0.018,MBIC,3,"124, 253, 369",0.022,MDL,3,"124, 248, 369",0.024,BS,1,376,2,WBS,3,"367, 251, 122",0.026
0.06600242,BIC,3,"125, 251, 373",0.008,MBIC,3,"123, 252, 373",0.014,MDL,3,"125, 251, 374",0.006,BS,3,"375, 123, 249",0.012,WBS,3,"375, 249, 123",0.012
0.030777786,BIC,3,"141, 249, 376",0.034,MBIC,3,"141, 251, 376",0.03,MDL,3,"141, 249, 376",0.034,BS,1,384,2.016,WBS,3,"374, 247, 139",0.038
-0.070385191,BIC,3,"126, 242, 376",0.018,MBIC,3,"126, 242, 373",0.024,MDL,3,"126, 242, 375",0.02,BS,3,"124, 373, 249",0.014,WBS,3,"249, 373, 124",0.014
-0.131721873,BIC,3,"139, 244, 388",0.064,MBIC,3,"139, 244, 376",0.04,MDL,3,"139, 244, 388",0.064,BS,4,"386, 137, 242, 49",1.06,WBS,3,"137, 242, 386",0.06
-0.05145289,BIC,3,"134, 246, 378",0.03,MBIC,3,"134, 246, 378",0.03,MDL,3,"134, 246, 378",0.03,BS,3,"376, 127, 244",0.016,WBS,3,"132, 245, 376",0.024
-0.041541926,BIC,4,"125, 250, 305, 376",1.004,MBIC,3,"125, 249, 376",0.006,MDL,3,"126, 250, 376",0.002,BS,3,"124, 374, 247",0.016,WBS,3,"247, 374, 124",0.016
0.001014055,BIC,3,"127, 253, 367",0.024,MBIC,3,"126, 253, 364",0.028,MDL,3,"126, 254, 360",0.038,BS,3,"124, 383, 252",0.02,WBS,3,"358, 252, 124",0.042
0.117143759,BIC,3,"125, 264, 375",0.03,MBIC,3,"125, 264, 375",0.03,MDL,3,"125, 264, 375",0.03,BS,3,"379, 122, 270",0.052,WBS,3,"373, 262, 122",0.036
0.007156844,BIC,3,"123, 251, 379",0.012,MBIC,3,"123, 251, 379",0.012,MDL,5,"64, 65, 122, 248, 379",2.02,BS,3,"121, 249, 424",0.11,WBS,3,"121, 377, 249",0.016
0.070962585,BIC,3,"126, 248, 370",0.018,MBIC,3,"127, 248, 369",0.022,MDL,3,"127, 248, 369",0.022,BS,1,119,2.014,WBS,3,"125, 246, 367",0.03
-0.007754276,BIC,3,"123, 247, 374",0.018,MBIC,3,"123, 248, 375",0.014,MDL,3,"123, 248, 375",0.014,BS,3,"373, 106, 246",0.056,WBS,3,"122, 246, 373",0.024
0.005189347,BIC,3,"137, 244, 374",0.04,MBIC,3,"135, 244, 375",0.034,MDL,3,"136, 244, 375",0.036,BS,3,"252, 135, 373",0.026,WBS,3,"242, 373, 135",0.042
-0.029065467,BIC,4,"8, 124, 240, 372",1.034,MBIC,3,"126, 241, 372",0.028,MDL,5,"8, 10, 126, 241, 372",2.028,BS,3,"122, 370, 239",0.044,WBS,3,"124, 239, 370",0.04
-0.006427203,BIC,3,"126, 253, 379",0.01,MBIC,3,"126, 253, 377",0.006,MDL,3,"124, 253, 377",0.01,BS,3,"124, 375, 231",0.046,WBS,3,"124, 251, 375",0.006
0.043856049,BIC,3,"119, 258, 378",0.032,MBIC,3,"119, 257, 377",0.028,MDL,9,"2, 4, 5, 68, 70, 92, 118, 258, 377",6.032,BS,3,"117, 375, 256",0.03,WBS,3,"256, 375, 117",0.03
-0.014529976,BIC,3,"128, 251, 376",0.004,MBIC,3,"128, 253, 376",0.008,MDL,3,"128, 253, 376",0.008,BS,3,"126, 374, 249",0.008,WBS,3,"249, 374, 126",0.008
0.011809224,BIC,3,"126, 243, 397",0.058,MBIC,3,"125, 249, 394",0.042,MDL,4,"120, 125, 242, 394",1.056,BS,1,404,2.056,WBS,3,"395, 124, 247",0.05
-0.002263463,BIC,3,"126, 253, 378",0.008,MBIC,3,"126, 252, 378",0.006,MDL,3,"126, 252, 378",0.006,BS,3,"376, 124, 250",0.006,WBS,3,"376, 250, 124",0.006
0.04221245,BIC,3,"128, 252, 376",0.006,MBIC,3,"128, 252, 375",0.008,MDL,3,"126, 254, 375",0.008,BS,3,"250, 126, 380",0.01,WBS,3,"126, 373, 250",0.008
-0.067443657,BIC,3,"127, 254, 376",0.008,MBIC,3,"127, 254, 376",0.008,MDL,3,"126, 254, 376",0.006,BS,3,"124, 374, 252",0.01,WBS,3,"124, 252, 374",0.01
-0.023532894,BIC,3,"127, 232, 384",0.056,MBIC,3,"127, 231, 384",0.058,MDL,3,"127, 232, 384",0.056,BS,3,"125, 382, 247",0.022,WBS,3,"125, 230, 382",0.056
-0.02606223,BIC,3,"129, 251, 383",0.02,MBIC,3,"129, 251, 383",0.02,MDL,3,"128, 251, 383",0.018,BS,1,381,2.01,WBS,3,"381, 127, 249",0.016
-0.018860831,BIC,3,"132, 251, 378",0.016,MBIC,3,"132, 251, 377",0.014,MDL,6,"2, 3, 4, 132, 251, 376",3.012,BS,3,"130, 374, 249",0.016,WBS,3,"374, 249, 130",0.016
-0.02847333,BIC,3,"127, 251, 344",0.066,MBIC,3,"127, 251, 344",0.066,MDL,3,"127, 251, 344",0.066,BS,3,"125, 363, 249",0.032,WBS,3,"249, 125, 342",0.074
0.069694473,BIC,3,"118, 250, 376",0.018,MBIC,3,"118, 250, 377",0.02,MDL,3,"118, 252, 371",0.028,BS,3,"116, 375, 248",0.028,WBS,3,"369, 248, 116",0.04
0.01444471,BIC,3,"128, 251, 376",0.004,MBIC,3,"128, 251, 375",0.006,MDL,3,"128, 251, 376",0.004,BS,3,"126, 374, 249",0.008,WBS,3,"249, 374, 126",0.008
-0.030705093,BIC,3,"126, 251, 378",0.004,MBIC,3,"123, 251, 376",0.006,MDL,3,"126, 251, 377",0.002,BS,3,"124, 376, 249",0.008,WBS,3,"249, 376, 124",0.008
0.097239663,BIC,3,"126, 254, 383",0.02,MBIC,3,"127, 253, 383",0.02,MDL,3,"126, 254, 388",0.03,BS,3,"381, 124, 251",0.014,WBS,3,"124, 251, 381",0.014
-0.087537459,BIC,3,"121, 252, 375",0.014,MBIC,3,"121, 252, 376",0.012,MDL,3,"121, 247, 376",0.018,BS,3,"120, 250, 374",0.018,WBS,3,"250, 374, 120",0.018
-0.089738463,BIC,3,"122, 251, 376",0.008,MBIC,3,"122, 251, 376",0.008,MDL,3,"122, 251, 376",0.008,BS,3,"374, 120, 239",0.04,WBS,3,"120, 249, 374",0.02
0.08867139,BIC,3,"119, 245, 384",0.042,MBIC,3,"119, 248, 384",0.036,MDL,3,"119, 245, 384",0.042,BS,3,"382, 243, 115",0.05,WBS,3,"382, 117, 243",0.046
-0.059159828,BIC,4,"131, 258, 266, 376",1.024,MBIC,3,"131, 258, 376",0.024,MDL,3,"131, 256, 376",0.02,BS,3,"374, 124, 239",0.032,WBS,3,"129, 254, 374",0.016
0.018487849,BIC,3,"130, 228, 376",0.054,MBIC,3,"130, 228, 377",0.056,MDL,3,"130, 228, 377",0.056,BS,1,124,2.004,WBS,3,"128, 226, 375",0.056
-0.016340209,BIC,3,"128, 248, 366",0.03,MBIC,3,"126, 248, 366",0.026,MDL,3,"126, 248, 366",0.026,BS,3,"364, 126, 246",0.034,WBS,3,"126, 246, 364",0.034
0.01598982,BIC,3,"129, 263, 385",0.048,MBIC,3,"129, 263, 385",0.048,MDL,3,"129, 264, 385",0.05,BS,1,122,2.008,WBS,3,"127, 261, 383",0.036
-0.026782565,BIC,3,"125, 254, 382",0.02,MBIC,3,"125, 254, 379",0.014,MDL,3,"125, 254, 379",0.014,BS,3,"377, 123, 249",0.012,WBS,3,"252, 123, 377",0.01
-0.186796133,BIC,4,"123, 250, 270, 389",1.034,MBIC,3,"123, 247, 389",0.04,MDL,3,"123, 247, 389",0.04,BS,3,"387, 115, 245",0.056,WBS,3,"120, 248, 389",0.044
-0.043221086,BIC,3,"120, 249, 364",0.04,MBIC,3,"120, 246, 366",0.042,MDL,3,"120, 251, 365",0.034,BS,3,"118, 364, 244",0.054,WBS,3,"118, 244, 364",0.054
-0.016920926,BIC,3,"126, 250, 380",0.01,MBIC,3,"126, 250, 380",0.01,MDL,3,"131, 250, 383",0.026,BS,3,"378, 124, 248",0.014,WBS,3,"248, 124, 378",0.014
-0.059454443,BIC,3,"125, 255, 376",0.01,MBIC,3,"130, 255, 376",0.016,MDL,4,"123, 125, 255, 376",1.01,BS,4,"124, 374, 204, 253",1.012,WBS,3,"124, 253, 374",0.012
0.032572961,BIC,3,"127, 251, 376",0.002,MBIC,3,"127, 251, 376",0.002,MDL,3,"127, 250, 376",0.004,BS,1,117,2.018,WBS,3,"124, 249, 374",0.012
0.016417821,BIC,3,"126, 250, 375",0.004,MBIC,3,"126, 251, 375",0.002,MDL,5,"34, 37, 126, 251, 376",2,BS,3,"81, 249, 391",0.124,WBS,3,"374, 124, 249",0.012
0.06629392,BIC,3,"121, 246, 381",0.03,MBIC,3,"121, 246, 381",0.03,MDL,3,"121, 246, 381",0.03,BS,3,"119, 379, 244",0.034,WBS,3,"244, 379, 119",0.034
-0.049015486,BIC,3,"134, 251, 375",0.018,MBIC,3,"134, 256, 375",0.028,MDL,3,"134, 251, 375",0.018,BS,3,"374, 132, 253",0.02,WBS,3,"373, 249, 132",0.022
-0.060907946,BIC,3,"134, 251, 375",0.018,MBIC,3,"137, 251, 375",0.024,MDL,3,"133, 250, 375",0.018,BS,3,"373, 131, 249",0.02,WBS,3,"131, 249, 373",0.02
0.013518619,BIC,3,"125, 251, 381",0.012,MBIC,3,"125, 251, 378",0.006,MDL,3,"125, 249, 381",0.016,BS,1,379,2.006,WBS,3,"379, 249, 123",0.016
-0.108455543,BIC,3,"128, 252, 376",0.006,MBIC,3,"128, 255, 376",0.012,MDL,3,"128, 252, 377",0.008,BS,3,"126, 250, 375",0.004,WBS,3,"126, 375, 250",0.004
-0.095655214,BIC,3,"126, 241, 376",0.02,MBIC,3,"125, 241, 376",0.022,MDL,3,"125, 241, 376",0.022,BS,3,"374, 123, 230",0.052,WBS,3,"123, 239, 374",0.034
0.003851171,BIC,3,"123, 251, 351",0.056,MBIC,3,"127, 251, 351",0.052,MDL,3,"129, 251, 351",0.056,BS,1,121,2.01,WBS,3,"127, 249, 349",0.06
-0.103565903,BIC,3,"127, 249, 383",0.02,MBIC,3,"123, 248, 383",0.026,MDL,3,"127, 246, 383",0.026,BS,3,"391, 125, 246",0.042,WBS,4,"381, 246, 125, 171",1.022
-0.021091489,BIC,3,"123, 252, 377",0.01,MBIC,3,"123, 252, 376",0.008,MDL,3,"123, 250, 377",0.01,BS,3,"108, 375, 248",0.044,WBS,3,"121, 250, 375",0.014
-0.064686901,BIC,3,"130, 249, 365",0.034,MBIC,3,"130, 264, 365",0.056,MDL,3,"130, 264, 365",0.056,BS,3,"377, 124, 284",0.072,WBS,3,"363, 262, 128",0.052
0.057073353,BIC,3,"124, 251, 377",0.006,MBIC,3,"125, 252, 377",0.006,MDL,3,"125, 252, 377",0.006,BS,3,"123, 250, 375",0.01,WBS,3,"250, 375, 123",0.01
0.084635352,BIC,3,"124, 252, 377",0.008,MBIC,3,"127, 252, 377",0.006,MDL,3,"124, 252, 377",0.008,BS,1,122,2.008,WBS,3,"122, 375, 250",0.012
-0.056230393,BIC,3,"126, 249, 376",0.004,MBIC,3,"126, 250, 376",0.002,MDL,3,"126, 250, 376",0.002,BS,3,"124, 248, 374",0.014,WBS,3,"124, 374, 248",0.014
0.005466191,BIC,3,"129, 253, 378",0.014,MBIC,3,"129, 252, 378",0.012,MDL,3,"129, 253, 378",0.014,BS,1,127,2.002,WBS,3,"127, 251, 376",0.002
-0.090285124,BIC,3,"138, 251, 377",0.026,MBIC,3,"126, 251, 379",0.006,MDL,5,"44, 45, 126, 249, 379",2.01,BS,3,"376, 124, 249",0.008,WBS,4,"375, 249, 137, 207",1.028
0.004309044,BIC,5,"124, 251, 285, 296, 375",2.006,MBIC,5,"126, 251, 285, 296, 375",2.002,MDL,3,"126, 249, 375",0.006,BS,3,"124, 373, 249",0.014,WBS,5,"373, 249, 124, 294, 283",2.014
0.01400497,BIC,3,"126, 251, 376",0,MBIC,3,"126, 251, 376",0,MDL,3,"126, 251, 375",0.002,BS,3,"249, 374, 124",0.012,WBS,3,"124, 374, 249",0.012
0.039195845,BIC,3,"124, 251, 382",0.016,MBIC,3,"124, 249, 382",0.02,MDL,3,"124, 251, 376",0.004,BS,3,"380, 122, 249",0.02,WBS,3,"380, 249, 122",0.02
0.089800197,BIC,3,"127, 245, 376",0.014,MBIC,3,"127, 245, 376",0.014,MDL,3,"127, 244, 376",0.016,BS,1,91,2.07,WBS,3,"243, 125, 374",0.022
-0.005070289,BIC,3,"126, 249, 375",0.006,MBIC,3,"124, 249, 375",0.01,MDL,3,"128, 249, 373",0.014,BS,3,"373, 121, 247",0.024,WBS,4,"247, 124, 373, 447",1.018
0.037769019,BIC,3,"138, 253, 379",0.034,MBIC,3,"127, 253, 379",0.012,MDL,3,"138, 253, 379",0.034,BS,3,"377, 125, 248",0.01,WBS,3,"125, 251, 377",0.004
0.051445203,BIC,3,"126, 251, 352",0.048,MBIC,3,"124, 249, 375",0.01,MDL,3,"124, 249, 352",0.056,BS,3,"122, 247, 373",0.022,WBS,3,"122, 350, 247",0.068
0.049041539,BIC,3,"127, 249, 374",0.01,MBIC,3,"126, 249, 374",0.008,MDL,3,"127, 249, 374",0.01,BS,1,123,2.006,WBS,3,"123, 247, 372",0.022
-0.01394357,BIC,3,"125, 251, 376",0.002,MBIC,3,"125, 251, 375",0.004,MDL,3,"125, 252, 376",0.004,BS,3,"387, 123, 249",0.032,WBS,3,"374, 249, 121",0.018
0.152391503,BIC,3,"121, 251, 374",0.014,MBIC,3,"129, 251, 374",0.01,MDL,3,"129, 251, 373",0.012,BS,3,"371, 118, 249",0.03,WBS,3,"371, 249, 118",0.03
0.037976684,BIC,3,"126, 254, 376",0.006,MBIC,3,"125, 254, 375",0.01,MDL,3,"126, 253, 375",0.006,BS,1,123,2.006,WBS,3,"123, 252, 373",0.014
-0.00335614,BIC,3,"125, 250, 369",0.018,MBIC,3,"125, 250, 375",0.006,MDL,3,"125, 250, 369",0.018,BS,3,"123, 367, 248",0.03,WBS,3,"123, 248, 367",0.03
-0.036703675,BIC,3,"132, 253, 376",0.016,MBIC,3,"132, 252, 376",0.014,MDL,3,"132, 253, 376",0.016,BS,3,"374, 130, 250",0.014,WBS,3,"130, 250, 374",0.014
0.05725924,BIC,3,"127, 256, 384",0.028,MBIC,3,"125, 256, 384",0.028,MDL,3,"127, 257, 384",0.03,BS,3,"382, 125, 249",0.018,WBS,3,"125, 254, 382",0.02
-0.093194766,BIC,3,"127, 251, 387",0.024,MBIC,3,"127, 251, 382",0.014,MDL,3,"127, 251, 387",0.024,BS,3,"385, 249, 122",0.03,WBS,3,"249, 125, 385",0.024
-0.038415763,BIC,4,"129, 252, 379, 470",1.014,MBIC,3,"126, 252, 379",0.008,MDL,3,"128, 252, 379",0.012,BS,3,"377, 126, 276",0.052,WBS,5,"377, 250, 126, 468, 170",2.004
-0.01269676,BIC,3,"138, 250, 373",0.032,MBIC,3,"138, 250, 373",0.032,MDL,3,"138, 250, 373",0.032,BS,3,"371, 136, 248",0.036,WBS,3,"371, 248, 136",0.036
0.086706009,BIC,3,"125, 251, 378",0.006,MBIC,3,"125, 253, 378",0.01,MDL,3,"125, 254, 378",0.012,BS,3,"123, 380, 249",0.018,WBS,3,"249, 376, 123",0.01
-0.099125485,BIC,3,"120, 248, 375",0.02,MBIC,3,"120, 249, 375",0.018,MDL,3,"120, 248, 376",0.018,BS,3,"115, 247, 373",0.036,WBS,3,"118, 373, 247",0.03
0.00033977,BIC,3,"132, 250, 385",0.032,MBIC,3,"133, 250, 385",0.034,MDL,3,"128, 249, 385",0.026,BS,1,124,2.004,WBS,4,"131, 247, 383, 490",1.032
0.010950976,BIC,3,"137, 252, 379",0.03,MBIC,3,"127, 251, 376",0.002,MDL,7,"32, 33, 127, 191, 200, 252, 378",4.008,BS,3,"125, 377, 250",0.006,WBS,5,"250, 377, 125, 196, 189",2.006
