phi.hat,X,mBIC,t.BIC,dBIC,X.1,mMBIC,t.MBIC,dMBIC,X.2,mMDL,t.MDL,dMDL,X.3,mBS,t.BS,dBS,X.4,mWBS,t.WBS,dWBS
0.067118204,BIC,3,"122, 256, 375",0.02,MBIC,3,"124, 250, 375",0.008,MDL,3,"124, 250, 375",0.008,BS,1,405,2.058,WBS,3,"373, 122, 248",0.02
-0.031206649,BIC,3,"129, 251, 372",0.014,MBIC,3,"129, 251, 372",0.014,MDL,3,"125, 251, 372",0.01,BS,3,"123, 374, 265",0.038,WBS,3,"370, 249, 127",0.018
0.055110555,BIC,3,"121, 251, 374",0.014,MBIC,3,"121, 251, 374",0.014,MDL,3,"120, 250, 376",0.014,BS,1,119,2.014,WBS,3,"249, 374, 119",0.022
0.026741935,BIC,3,"125, 241, 381",0.032,MBIC,3,"126, 241, 381",0.03,MDL,3,"121, 241, 381",0.04,BS,3,"379, 124, 239",0.034,WBS,3,"239, 124, 379",0.034
0.002018778,BIC,3,"124, 251, 371",0.014,MBIC,3,"124, 251, 371",0.014,MDL,3,"124, 232, 377",0.044,BS,3,"122, 375, 249",0.014,WBS,3,"369, 249, 122",0.026
0.011103531,BIC,3,"127, 251, 377",0.004,MBIC,3,"127, 251, 377",0.004,MDL,5,"49, 50, 127, 251, 380",2.01,BS,1,375,2.002,WBS,3,"375, 249, 125",0.008
-0.025014437,BIC,3,"159, 243, 375",0.084,MBIC,3,"159, 242, 391",0.114,MDL,6,"3, 4, 7, 127, 242, 391",3.05,BS,3,"125, 389, 247",0.036,WBS,3,"240, 157, 389",0.11
0.054206437,BIC,4,"126, 174, 274, 378",1.05,MBIC,4,"125, 174, 274, 377",1.05,MDL,4,"126, 174, 274, 377",1.048,BS,3,"118, 375, 213",0.094,WBS,3,"124, 272, 375",0.048
0.011856878,BIC,3,"124, 249, 376",0.008,MBIC,3,"121, 251, 378",0.014,MDL,3,"124, 251, 376",0.004,BS,3,"249, 119, 376",0.018,WBS,3,"122, 374, 249",0.016
0.030228047,BIC,3,"127, 255, 381",0.02,MBIC,3,"127, 255, 381",0.02,MDL,3,"127, 255, 381",0.02,BS,3,"378, 125, 253",0.01,WBS,3,"125, 253, 378",0.01
-0.052518231,BIC,3,"125, 255, 376",0.01,MBIC,3,"119, 255, 376",0.022,MDL,3,"120, 255, 376",0.02,BS,3,"374, 118, 253",0.024,WBS,3,"118, 253, 374",0.024
-0.013947166,BIC,3,"126, 248, 372",0.014,MBIC,3,"126, 248, 373",0.012,MDL,3,"126, 248, 372",0.014,BS,3,"124, 248, 373",0.016,WBS,4,"246, 371, 124, 489",1.024
-0.088680105,BIC,5,"123, 184, 193, 254, 376",2.012,MBIC,3,"123, 254, 375",0.014,MDL,5,"124, 184, 193, 253, 374",2.012,BS,3,"252, 374, 98",0.062,WBS,5,"374, 252, 121, 191, 182",2.016
-0.080886708,BIC,3,"126, 248, 381",0.016,MBIC,3,"126, 248, 381",0.016,MDL,3,"127, 248, 381",0.018,BS,3,"246, 124, 379",0.02,WBS,3,"124, 379, 246",0.02
-0.040671724,BIC,3,"126, 251, 380",0.008,MBIC,3,"126, 251, 377",0.002,MDL,3,"126, 251, 377",0.002,BS,3,"124, 376, 249",0.008,WBS,3,"124, 249, 376",0.008
-0.066870013,BIC,5,"142, 253, 299, 301, 376",2.036,MBIC,3,"143, 251, 376",0.034,MDL,5,"142, 253, 299, 302, 376",2.036,BS,3,"251, 141, 374",0.034,WBS,5,"251, 374, 141, 300, 297",2.034
0.154327772,BIC,3,"125, 249, 368",0.022,MBIC,3,"121, 249, 368",0.03,MDL,3,"124, 251, 368",0.02,BS,1,374,2.004,WBS,3,"366, 246, 122",0.038
0.052087635,BIC,3,"126, 247, 376",0.008,MBIC,3,"125, 247, 378",0.014,MDL,3,"125, 247, 376",0.01,BS,3,"374, 123, 212",0.088,WBS,3,"123, 245, 374",0.022
0.057468116,BIC,3,"126, 251, 376",0,MBIC,3,"126, 251, 376",0,MDL,3,"126, 251, 376",0,BS,3,"124, 374, 278",0.062,WBS,3,"374, 249, 124",0.012
0.021755598,BIC,3,"140, 252, 378",0.034,MBIC,3,"139, 252, 378",0.032,MDL,3,"140, 252, 376",0.03,BS,1,376,2,WBS,3,"374, 250, 138",0.03
-0.05970974,BIC,3,"129, 250, 376",0.008,MBIC,3,"130, 250, 378",0.014,MDL,3,"129, 250, 376",0.008,BS,3,"383, 248, 123",0.026,WBS,3,"374, 248, 127",0.012
-0.039759791,BIC,3,"125, 246, 357",0.05,MBIC,3,"124, 249, 357",0.046,MDL,3,"125, 249, 357",0.044,BS,3,"374, 123, 228",0.056,WBS,3,"123, 247, 355",0.056
-0.105014565,BIC,4,"81, 125, 251, 376",1.002,MBIC,4,"81, 124, 251, 376",1.004,MDL,4,"81, 125, 251, 376",1.002,BS,4,"374, 123, 237, 79",1.038,WBS,4,"123, 249, 374, 79",1.014
-0.045305232,BIC,3,"126, 252, 371",0.012,MBIC,3,"120, 251, 371",0.022,MDL,3,"126, 252, 371",0.012,BS,3,"369, 118, 249",0.034,WBS,3,"124, 250, 369",0.02
-0.01004307,BIC,3,"130, 254, 376",0.014,MBIC,3,"130, 251, 376",0.008,MDL,3,"130, 251, 376",0.008,BS,1,374,2.004,WBS,3,"374, 249, 128",0.012
0.037890272,BIC,4,"74, 128, 251, 376",1.004,MBIC,3,"109, 251, 376",0.034,MDL,3,"109, 250, 375",0.038,BS,1,72,2.108,WBS,4,"72, 249, 374, 126",1.008
-0.016178599,BIC,3,"124, 250, 367",0.024,MBIC,3,"123, 251, 373",0.012,MDL,3,"123, 251, 373",0.012,BS,3,"371, 121, 231",0.06,WBS,3,"249, 121, 371",0.024
0.031302688,BIC,3,"120, 256, 386",0.042,MBIC,3,"120, 256, 386",0.042,MDL,3,"122, 256, 386",0.038,BS,1,118,2.016,WBS,3,"118, 254, 384",0.038
0.015173571,BIC,3,"133, 258, 378",0.032,MBIC,3,"136, 258, 378",0.038,MDL,3,"136, 258, 378",0.038,BS,1,127,2.002,WBS,3,"134, 376, 256",0.026
0.035861187,BIC,3,"108, 244, 376",0.05,MBIC,3,"127, 244, 375",0.018,MDL,3,"108, 244, 376",0.05,BS,3,"106, 374, 249",0.048,WBS,3,"374, 241, 106",0.064
0.074518977,BIC,3,"140, 253, 380",0.04,MBIC,3,"140, 253, 380",0.04,MDL,3,"140, 253, 398",0.076,BS,1,396,2.04,WBS,3,"374, 251, 138",0.028
-0.024700476,BIC,3,"132, 252, 376",0.014,MBIC,3,"126, 248, 376",0.006,MDL,3,"126, 248, 376",0.006,BS,3,"124, 246, 377",0.016,WBS,3,"130, 374, 246",0.022
-0.012082943,BIC,3,"125, 249, 374",0.01,MBIC,3,"125, 250, 374",0.008,MDL,3,"125, 249, 374",0.01,BS,3,"123, 372, 248",0.02,WBS,3,"372, 247, 123",0.022
0.067199608,BIC,3,"126, 252, 348",0.058,MBIC,3,"125, 251, 348",0.058,MDL,3,"126, 252, 348",0.058,BS,1,123,2.006,WBS,3,"123, 250, 346",0.068
0.010828937,BIC,3,"126, 251, 378",0.004,MBIC,3,"126, 251, 376",0,MDL,3,"127, 251, 377",0.004,BS,3,"124, 376, 249",0.008,WBS,3,"374, 249, 124",0.012
-0.032374412,BIC,3,"133, 250, 384",0.032,MBIC,3,"133, 249, 384",0.034,MDL,3,"133, 249, 384",0.034,BS,3,"382, 117, 249",0.034,WBS,3,"249, 131, 382",0.026
0.039020842,BIC,3,"118, 250, 376",0.018,MBIC,3,"118, 262, 378",0.042,MDL,6,"21, 22, 27, 118, 262, 373",3.044,BS,3,"260, 374, 116",0.042,WBS,4,"374, 260, 116, 418",1.042
0.049425467,BIC,3,"127, 251, 379",0.008,MBIC,3,"127, 251, 379",0.008,MDL,3,"127, 253, 379",0.012,BS,3,"383, 125, 228",0.062,WBS,3,"125, 249, 377",0.008
0.020528033,BIC,3,"126, 251, 377",0.002,MBIC,3,"131, 251, 377",0.012,MDL,3,"126, 251, 377",0.002,BS,3,"374, 124, 249",0.012,WBS,3,"249, 124, 374",0.012
-0.087543947,BIC,3,"123, 250, 369",0.022,MBIC,3,"126, 249, 369",0.018,MDL,3,"126, 250, 369",0.016,BS,3,"367, 124, 248",0.028,WBS,3,"124, 248, 367",0.028
-0.052714089,BIC,3,"122, 251, 375",0.01,MBIC,3,"125, 251, 375",0.004,MDL,5,"4, 5, 125, 251, 375",2.004,BS,3,"119, 373, 249",0.024,WBS,3,"123, 249, 373",0.016
-0.007974718,BIC,3,"120, 239, 384",0.052,MBIC,3,"120, 240, 383",0.048,MDL,3,"120, 240, 383",0.048,BS,3,"238, 381, 117",0.054,WBS,3,"381, 238, 128",0.04
-0.037257495,BIC,3,"126, 251, 375",0.002,MBIC,3,"126, 251, 375",0.002,MDL,3,"126, 252, 375",0.004,BS,3,"124, 249, 374",0.012,WBS,4,"249, 373, 124, 99",1.014
-0.159647442,BIC,3,"126, 251, 384",0.016,MBIC,3,"127, 251, 384",0.018,MDL,3,"126, 251, 384",0.016,BS,3,"249, 124, 387",0.03,WBS,3,"125, 382, 249",0.018
0.045788152,BIC,3,"126, 250, 379",0.008,MBIC,3,"123, 255, 379",0.02,MDL,3,"126, 255, 379",0.014,BS,1,121,2.01,WBS,3,"124, 377, 253",0.01
-0.01453663,BIC,3,"126, 248, 376",0.006,MBIC,3,"126, 247, 376",0.008,MDL,3,"126, 247, 376",0.008,BS,3,"109, 245, 374",0.05,WBS,3,"124, 245, 374",0.02
0.029852822,BIC,3,"120, 269, 381",0.058,MBIC,3,"120, 269, 383",0.062,MDL,3,"120, 269, 381",0.058,BS,3,"379, 118, 248",0.028,WBS,3,"267, 118, 379",0.054
-0.127209721,BIC,4,"98, 122, 253, 375",1.014,MBIC,3,"122, 251, 375",0.01,MDL,5,"6, 7, 122, 251, 376",2.008,BS,3,"374, 121, 249",0.018,WBS,3,"121, 249, 374",0.018
-0.014041728,BIC,4,"127, 251, 376, 496",1.002,MBIC,3,"127, 251, 376",0.002,MDL,3,"127, 269, 375",0.04,BS,3,"125, 249, 374",0.01,WBS,3,"374, 125, 249",0.01
-0.106822057,BIC,3,"122, 245, 383",0.034,MBIC,3,"122, 244, 383",0.036,MDL,3,"122, 246, 378",0.022,BS,3,"120, 381, 243",0.038,WBS,3,"243, 120, 381",0.038
-0.082765202,BIC,3,"127, 244, 373",0.022,MBIC,3,"127, 243, 373",0.024,MDL,3,"127, 246, 373",0.018,BS,3,"242, 402, 125",0.072,WBS,3,"242, 371, 125",0.03
0.059312478,BIC,3,"106, 253, 379",0.05,MBIC,3,"106, 248, 379",0.052,MDL,3,"106, 248, 376",0.046,BS,1,377,2.002,WBS,3,"377, 246, 104",0.056
-0.0386338,BIC,3,"134, 250, 375",0.02,MBIC,3,"134, 250, 376",0.018,MDL,3,"134, 250, 375",0.02,BS,3,"129, 373, 244",0.026,WBS,3,"132, 248, 373",0.024
0.037979741,BIC,3,"126, 250, 379",0.008,MBIC,3,"126, 251, 379",0.006,MDL,3,"126, 251, 379",0.006,BS,3,"377, 105, 249",0.048,WBS,3,"124, 249, 377",0.01
0.111158668,BIC,3,"124, 252, 376",0.006,MBIC,3,"124, 252, 377",0.008,MDL,3,"124, 252, 377",0.008,BS,3,"122, 250, 374",0.014,WBS,3,"250, 374, 122",0.014
0.068066133,BIC,3,"127, 249, 375",0.008,MBIC,3,"127, 249, 374",0.01,MDL,3,"127, 243, 376",0.018,BS,3,"373, 241, 125",0.028,WBS,3,"247, 125, 373",0.016
-0.003605812,BIC,3,"130, 264, 375",0.036,MBIC,3,"130, 264, 376",0.034,MDL,3,"130, 264, 376",0.034,BS,3,"374, 262, 128",0.03,WBS,3,"374, 262, 128",0.03
0.065278586,BIC,3,"127, 253, 377",0.008,MBIC,3,"127, 253, 376",0.006,MDL,3,"127, 253, 376",0.006,BS,3,"374, 125, 249",0.01,WBS,3,"251, 125, 374",0.006
-0.078494415,BIC,3,"129, 249, 387",0.032,MBIC,3,"129, 249, 387",0.032,MDL,3,"129, 249, 386",0.03,BS,3,"384, 127, 241",0.038,WBS,3,"127, 247, 384",0.026
-0.000697802,BIC,3,"129, 251, 375",0.008,MBIC,3,"129, 251, 371",0.016,MDL,3,"129, 251, 374",0.01,BS,3,"127, 249, 372",0.014,WBS,3,"249, 372, 127",0.014
0.048107869,BIC,3,"123, 251, 377",0.008,MBIC,3,"126, 255, 377",0.01,MDL,3,"126, 251, 377",0.002,BS,3,"119, 375, 218",0.082,WBS,3,"124, 249, 375",0.01
0.040744288,BIC,3,"126, 251, 378",0.004,MBIC,3,"126, 251, 378",0.004,MDL,3,"126, 251, 379",0.006,BS,1,124,2.004,WBS,3,"124, 249, 376",0.008
0.017961001,BIC,4,"122, 258, 374, 445",1.026,MBIC,3,"122, 258, 389",0.048,MDL,3,"122, 258, 389",0.048,BS,1,443,2.134,WBS,4,"387, 256, 120, 443",1.044
-0.067585004,BIC,3,"126, 252, 378",0.006,MBIC,3,"126, 252, 375",0.004,MDL,3,"126, 252, 375",0.004,BS,3,"124, 380, 250",0.014,WBS,3,"376, 250, 124",0.006
0.042453519,BIC,3,"126, 251, 376",0,MBIC,3,"126, 255, 376",0.008,MDL,3,"126, 255, 376",0.008,BS,1,374,2.004,WBS,3,"374, 253, 124",0.012
0.051281128,BIC,3,"131, 258, 375",0.026,MBIC,3,"124, 258, 372",0.026,MDL,3,"131, 258, 375",0.026,BS,3,"373, 124, 238",0.036,WBS,3,"129, 256, 373",0.022
-0.074479079,BIC,3,"127, 242, 372",0.028,MBIC,3,"127, 242, 374",0.024,MDL,3,"127, 242, 374",0.024,BS,3,"372, 125, 232",0.048,WBS,3,"125, 240, 372",0.032
0.00072547,BIC,3,"126, 248, 378",0.01,MBIC,3,"126, 248, 378",0.01,MDL,3,"125, 248, 378",0.012,BS,3,"376, 124, 246",0.014,WBS,3,"124, 246, 376",0.014
0.171148693,BIC,3,"124, 251, 375",0.006,MBIC,3,"121, 254, 374",0.02,MDL,3,"124, 254, 373",0.016,BS,3,"122, 372, 252",0.018,WBS,3,"252, 372, 122",0.018
0.085806216,BIC,3,"125, 252, 375",0.006,MBIC,3,"126, 257, 375",0.014,MDL,3,"127, 252, 375",0.006,BS,3,"124, 227, 375",0.054,WBS,3,"124, 250, 373",0.012
0.038255178,BIC,3,"114, 252, 378",0.03,MBIC,3,"114, 250, 378",0.03,MDL,3,"114, 251, 377",0.026,BS,3,"112, 375, 250",0.032,WBS,3,"112, 250, 375",0.032
-0.051691594,BIC,4,"112, 124, 245, 375",1.018,MBIC,3,"124, 249, 378",0.012,MDL,4,"112, 124, 249, 376",1.008,BS,3,"376, 122, 248",0.014,WBS,3,"376, 247, 122",0.016
0.060486294,BIC,3,"125, 252, 363",0.03,MBIC,3,"125, 250, 363",0.03,MDL,3,"125, 251, 363",0.028,BS,3,"111, 361, 248",0.066,WBS,3,"123, 248, 402",0.064
0.013118317,BIC,4,"127, 242, 250, 374",1.008,MBIC,3,"126, 251, 374",0.004,MDL,5,"31, 32, 125, 251, 380",2.01,BS,3,"372, 125, 248",0.016,WBS,3,"248, 125, 372",0.016
0.09756309,BIC,4,"126, 246, 247, 373",1.014,MBIC,4,"126, 246, 247, 373",1.014,MDL,4,"126, 246, 247, 373",1.014,BS,1,375,2.002,WBS,3,"371, 245, 135",0.04
0.045568067,BIC,3,"125, 247, 382",0.022,MBIC,3,"125, 247, 377",0.012,MDL,3,"125, 247, 377",0.012,BS,1,379,2.006,WBS,3,"379, 123, 245",0.024
0.020530235,BIC,3,"124, 249, 375",0.01,MBIC,3,"124, 249, 375",0.01,MDL,3,"124, 250, 375",0.008,BS,3,"373, 122, 247",0.022,WBS,3,"248, 122, 373",0.02
0.06077135,BIC,3,"127, 250, 375",0.006,MBIC,3,"127, 250, 376",0.004,MDL,3,"127, 248, 376",0.008,BS,1,125,2.002,WBS,3,"125, 374, 248",0.012
0.082089465,BIC,3,"130, 251, 376",0.008,MBIC,3,"130, 255, 376",0.016,MDL,3,"130, 255, 376",0.016,BS,1,128,2.004,WBS,3,"373, 253, 128",0.014
-0.044731707,BIC,3,"113, 252, 375",0.03,MBIC,3,"113, 252, 374",0.032,MDL,3,"113, 252, 375",0.03,BS,3,"373, 111, 245",0.048,WBS,3,"250, 111, 373",0.038
-0.009872352,BIC,3,"126, 251, 377",0.002,MBIC,3,"126, 245, 375",0.014,MDL,3,"126, 251, 376",0,BS,3,"121, 373, 243",0.032,WBS,3,"124, 249, 373",0.014
0.051403973,BIC,3,"119, 252, 381",0.026,MBIC,3,"129, 251, 381",0.016,MDL,3,"127, 252, 381",0.014,BS,3,"117, 379, 249",0.028,WBS,3,"125, 249, 379",0.012
-0.012657622,BIC,3,"126, 248, 377",0.008,MBIC,3,"126, 248, 378",0.01,MDL,3,"126, 248, 377",0.008,BS,1,110,2.032,WBS,3,"124, 246, 376",0.014
0.11187129,BIC,3,"125, 249, 377",0.008,MBIC,3,"125, 249, 376",0.006,MDL,3,"125, 242, 376",0.02,BS,3,"123, 240, 374",0.032,WBS,3,"123, 247, 374",0.018
-0.012081439,BIC,3,"127, 249, 377",0.008,MBIC,3,"126, 249, 377",0.006,MDL,3,"127, 249, 377",0.008,BS,3,"124, 375, 247",0.014,WBS,3,"124, 247, 375",0.014
0.01667687,BIC,3,"126, 247, 381",0.018,MBIC,3,"127, 247, 381",0.02,MDL,3,"127, 245, 381",0.024,BS,1,379,2.006,WBS,3,"125, 379, 245",0.02
-0.069905386,BIC,3,"126, 251, 372",0.008,MBIC,3,"126, 251, 372",0.008,MDL,3,"126, 251, 372",0.008,BS,3,"370, 124, 249",0.02,WBS,4,"124, 249, 370, 36",1.02
0.006553347,BIC,3,"126, 245, 377",0.014,MBIC,3,"126, 246, 377",0.012,MDL,3,"126, 246, 377",0.012,BS,3,"375, 124, 244",0.02,WBS,3,"124, 244, 375",0.02
0.116763338,BIC,3,"127, 249, 377",0.008,MBIC,3,"125, 249, 377",0.008,MDL,3,"126, 249, 377",0.006,BS,1,123,2.006,WBS,3,"123, 375, 247",0.016
-0.080044829,BIC,3,"126, 253, 376",0.004,MBIC,3,"126, 253, 377",0.006,MDL,3,"126, 253, 376",0.004,BS,3,"124, 374, 258",0.022,WBS,3,"374, 251, 124",0.008
0.023373298,BIC,3,"132, 248, 377",0.02,MBIC,3,"135, 245, 376",0.03,MDL,3,"135, 248, 376",0.024,BS,3,"133, 374, 246",0.028,WBS,3,"374, 246, 133",0.028
-0.028195908,BIC,4,"128, 288, 372, 378",1.082,MBIC,4,"127, 288, 372, 378",1.08,MDL,4,"127, 289, 372, 378",1.082,BS,1,125,2.002,WBS,3,"125, 376, 286",0.072
0.010874089,BIC,3,"138, 251, 375",0.026,MBIC,3,"138, 251, 374",0.028,MDL,3,"125, 251, 378",0.006,BS,1,373,2.006,WBS,3,"373, 249, 136",0.03
-0.080868897,BIC,3,"128, 219, 375",0.07,MBIC,3,"128, 219, 375",0.07,MDL,3,"128, 219, 378",0.072,BS,3,"374, 251, 94",0.068,WBS,3,"373, 126, 217",0.074
0.014371741,BIC,3,"126, 251, 420",0.088,MBIC,3,"125, 251, 420",0.09,MDL,3,"125, 251, 420",0.09,BS,3,"418, 124, 249",0.092,WBS,3,"124, 249, 418",0.092
0.02772944,BIC,3,"133, 251, 379",0.02,MBIC,3,"133, 251, 379",0.02,MDL,3,"133, 251, 379",0.02,BS,1,377,2.002,WBS,3,"131, 377, 249",0.016
0.049486498,BIC,3,"126, 240, 376",0.022,MBIC,3,"124, 240, 376",0.026,MDL,3,"126, 240, 372",0.03,BS,3,"124, 374, 266",0.038,WBS,3,"238, 373, 124",0.036
0.070860904,BIC,3,"126, 254, 390",0.034,MBIC,3,"126, 256, 389",0.036,MDL,6,"2, 15, 17, 126, 254, 390",3.034,BS,3,"124, 387, 248",0.032,WBS,3,"124, 252, 387",0.028
0.191950856,BIC,3,"126, 266, 374",0.034,MBIC,3,"126, 266, 373",0.036,MDL,5,"3, 4, 126, 266, 374",2.034,BS,1,382,2.012,WBS,3,"371, 264, 124",0.04
0.006938222,BIC,3,"126, 240, 376",0.022,MBIC,3,"126, 244, 376",0.014,MDL,3,"126, 240, 376",0.022,BS,3,"374, 124, 238",0.034,WBS,3,"124, 238, 374",0.034
-0.039802096,BIC,3,"140, 252, 376",0.03,MBIC,3,"140, 251, 381",0.038,MDL,3,"138, 251, 381",0.034,BS,3,"135, 379, 249",0.028,WBS,3,"249, 135, 379",0.028
0.088658168,BIC,3,"123, 249, 376",0.01,MBIC,3,"125, 249, 376",0.006,MDL,3,"123, 245, 375",0.02,BS,1,391,2.03,WBS,3,"374, 247, 121",0.022
0.005275154,BIC,3,"123, 252, 377",0.01,MBIC,3,"123, 252, 378",0.012,MDL,3,"123, 248, 377",0.014,BS,3,"121, 376, 269",0.046,WBS,3,"250, 376, 121",0.012
0.027049873,BIC,3,"124, 250, 379",0.012,MBIC,3,"124, 250, 376",0.006,MDL,3,"128, 250, 379",0.012,BS,3,"122, 377, 248",0.016,WBS,3,"248, 377, 122",0.016
0.078368256,BIC,3,"127, 254, 376",0.008,MBIC,3,"127, 251, 376",0.002,MDL,3,"134, 256, 377",0.028,BS,3,"374, 125, 249",0.01,WBS,3,"249, 125, 374",0.01
0.051780575,BIC,4,"108, 110, 252, 372",1.042,MBIC,3,"121, 248, 372",0.024,MDL,3,"124, 248, 372",0.018,BS,1,109,2.034,WBS,3,"119, 246, 370",0.036
-0.036758989,BIC,3,"126, 251, 376",0,MBIC,3,"127, 251, 376",0.002,MDL,3,"126, 251, 375",0.002,BS,3,"125, 249, 374",0.01,WBS,3,"249, 374, 125",0.01
-0.055868133,BIC,3,"126, 252, 376",0.002,MBIC,3,"126, 252, 376",0.002,MDL,3,"125, 251, 376",0.002,BS,3,"124, 375, 249",0.01,WBS,3,"249, 374, 124",0.012
0.07457412,BIC,3,"131, 248, 367",0.034,MBIC,3,"131, 248, 364",0.04,MDL,3,"131, 248, 367",0.034,BS,1,125,2.002,WBS,3,"129, 366, 246",0.036
0.026295355,BIC,3,"139, 264, 377",0.054,MBIC,3,"139, 264, 376",0.052,MDL,3,"139, 264, 376",0.052,BS,3,"137, 264, 374",0.052,WBS,3,"374, 262, 137",0.048
-0.0368815,BIC,3,"128, 250, 376",0.006,MBIC,3,"128, 251, 378",0.008,MDL,3,"128, 251, 378",0.008,BS,3,"126, 378, 249",0.008,WBS,3,"249, 376, 126",0.004
-0.033388298,BIC,3,"126, 250, 374",0.006,MBIC,3,"126, 250, 374",0.006,MDL,3,"126, 252, 374",0.006,BS,3,"124, 373, 250",0.012,WBS,3,"249, 372, 124",0.016
0.06090436,BIC,3,"139, 249, 376",0.03,MBIC,3,"139, 249, 376",0.03,MDL,3,"139, 248, 376",0.032,BS,1,374,2.004,WBS,3,"374, 247, 137",0.034
0.045923748,BIC,3,"137, 250, 367",0.042,MBIC,3,"137, 249, 367",0.044,MDL,3,"137, 250, 367",0.042,BS,1,128,2.004,WBS,3,"135, 248, 364",0.048
-0.022108892,BIC,3,"129, 252, 375",0.01,MBIC,3,"131, 253, 375",0.016,MDL,3,"129, 252, 375",0.01,BS,3,"127, 373, 251",0.008,WBS,3,"127, 251, 373",0.008
0.045420524,BIC,3,"129, 244, 376",0.02,MBIC,3,"129, 251, 376",0.006,MDL,3,"129, 251, 376",0.006,BS,1,374,2.004,WBS,4,"374, 127, 249, 411",1.01
-0.016784786,BIC,3,"130, 251, 377",0.01,MBIC,3,"130, 252, 380",0.018,MDL,3,"130, 251, 377",0.01,BS,3,"124, 375, 249",0.01,WBS,3,"128, 249, 375",0.01
-0.10815557,BIC,3,"117, 252, 376",0.02,MBIC,3,"118, 253, 376",0.02,MDL,3,"118, 251, 376",0.016,BS,3,"111, 250, 382",0.044,WBS,3,"116, 374, 250",0.026
-0.13327733,BIC,3,"129, 251, 375",0.008,MBIC,3,"129, 251, 375",0.008,MDL,6,"8, 9, 10, 129, 251, 376",3.006,BS,3,"374, 127, 249",0.01,WBS,3,"374, 249, 127",0.01
0.036915495,BIC,3,"126, 251, 378",0.004,MBIC,3,"125, 251, 378",0.006,MDL,3,"126, 251, 378",0.004,BS,3,"118, 249, 376",0.02,WBS,3,"123, 376, 249",0.01
-0.027578963,BIC,3,"125, 251, 376",0.002,MBIC,3,"126, 251, 376",0,MDL,3,"125, 251, 376",0.002,BS,3,"249, 123, 374",0.014,WBS,3,"123, 374, 249",0.014
-0.007485703,BIC,3,"130, 252, 374",0.014,MBIC,3,"126, 252, 374",0.006,MDL,3,"127, 253, 374",0.01,BS,3,"124, 374, 251",0.008,WBS,3,"250, 372, 124",0.014
0.055126997,BIC,3,"125, 257, 373",0.02,MBIC,3,"126, 262, 373",0.028,MDL,3,"125, 259, 376",0.018,BS,1,123,2.006,WBS,3,"123, 371, 260",0.034
-0.040114198,BIC,3,"127, 251, 377",0.004,MBIC,3,"129, 251, 377",0.008,MDL,3,"129, 250, 377",0.01,BS,3,"124, 378, 226",0.058,WBS,3,"124, 374, 249",0.012
-0.004795238,BIC,3,"128, 251, 378",0.008,MBIC,3,"128, 251, 378",0.008,MDL,3,"128, 251, 378",0.008,BS,3,"249, 376, 126",0.004,WBS,3,"376, 126, 249",0.004
-0.030349447,BIC,3,"125, 248, 376",0.008,MBIC,3,"126, 248, 376",0.006,MDL,3,"125, 248, 368",0.024,BS,3,"246, 118, 374",0.03,WBS,3,"123, 246, 374",0.02
-0.039755092,BIC,3,"145, 246, 374",0.052,MBIC,3,"145, 248, 376",0.044,MDL,3,"145, 251, 376",0.038,BS,3,"374, 143, 247",0.046,WBS,3,"374, 246, 143",0.048
0.087491396,BIC,3,"132, 250, 376",0.014,MBIC,3,"132, 252, 376",0.014,MDL,3,"130, 255, 376",0.016,BS,3,"124, 374, 247",0.016,WBS,3,"128, 253, 374",0.012
-0.0208162,BIC,3,"115, 251, 375",0.024,MBIC,3,"117, 251, 376",0.018,MDL,5,"45, 47, 117, 252, 376",2.02,BS,3,"374, 115, 247",0.034,WBS,3,"115, 250, 374",0.028
-0.016547938,BIC,3,"127, 254, 345",0.07,MBIC,3,"126, 253, 345",0.066,MDL,5,"15, 16, 125, 251, 345",2.064,BS,3,"343, 251, 124",0.07,WBS,3,"251, 124, 343",0.07
-0.040748539,BIC,3,"121, 252, 377",0.014,MBIC,3,"121, 253, 377",0.016,MDL,3,"122, 253, 376",0.012,BS,3,"119, 375, 251",0.016,WBS,3,"375, 251, 119",0.016
-0.098583869,BIC,3,"121, 251, 374",0.014,MBIC,3,"121, 246, 374",0.024,MDL,3,"121, 246, 374",0.024,BS,3,"119, 372, 250",0.024,WBS,3,"372, 244, 119",0.036
-0.030248808,BIC,3,"126, 251, 375",0.002,MBIC,3,"126, 251, 375",0.002,MDL,5,"126, 183, 188, 251, 375",2.002,BS,3,"373, 124, 249",0.014,WBS,3,"124, 249, 373",0.014
0.037893193,BIC,3,"120, 252, 376",0.014,MBIC,3,"125, 252, 375",0.006,MDL,3,"120, 252, 375",0.016,BS,3,"250, 397, 118",0.06,WBS,3,"123, 250, 373",0.014
-0.012731756,BIC,3,"123, 260, 375",0.026,MBIC,3,"131, 259, 374",0.03,MDL,3,"123, 260, 374",0.028,BS,3,"373, 121, 238",0.042,WBS,3,"121, 373, 258",0.03
0.037816364,BIC,3,"130, 252, 376",0.01,MBIC,3,"130, 252, 375",0.012,MDL,3,"130, 253, 372",0.02,BS,1,386,2.02,WBS,3,"373, 242, 128",0.028
0.031847983,BIC,4,"21, 128, 251, 378",1.008,MBIC,3,"127, 249, 378",0.01,MDL,3,"124, 252, 387",0.028,BS,3,"125, 377, 249",0.008,WBS,3,"377, 249, 125",0.008
